#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 14, 27, -
 0, 14, 27, -
 0, 14, 27, -
 0, 14, 27, -
 0, 14, 27, -
 0, 14, 27, -
 0, 14, 27, -
 0, 14, 27, -
 0, 14, 27, -
 0, 14, 27, -
 0, 14, 27, -
 0, 14, 27, -
 0, 14, 27, -
 0, 14, 27, -
 0, 14, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 14, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 14, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 14, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 14, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 14, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 14, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 27, -
 0, 14, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 14, 27, -
 0, 13, 27, -
 0, 14, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
 0, 13, 27, -
