#gpu, pwr, gtemp, mtemp
#Idx, W, C, C
 0, 13, 31, -
 0, 28, 32, -
 0, 42, 33, -
 0, 46, 34, -
 0, 46, 34, -
 0, 46, 34, -
 0, 46, 34, -
 0, 46, 34, -
 0, 47, 34, -
 0, 46, 34, -
 0, 46, 34, -
 0, 47, 34, -
 0, 44, 34, -
 0, 36, 33, -
 0, 30, 33, -
 0, 29, 33, -
 0, 30, 33, -
 0, 32, 33, -
 0, 32, 33, -
 0, 32, 33, -
 0, 31, 33, -
 0, 30, 33, -
 0, 29, 33, -
 0, 29, 33, -
 0, 30, 33, -
 0, 29, 33, -
 0, 23, 33, -
